ID,Name,Location,Difficulty,Rating,Length,Gain,Route,Keywords,Link,img1,img2,img3,img1_url,img2_url,img3_url
stoney-hill-trail-loop,Stoney Hill Trail Loop,Stoney Hill Regional Park,easy,4.6,3.7,115,Loop,"Dogs on leash, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stoney-hill-trail-loop?ref=result-card,stoney-hill-trail-loop-0,stoney-hill-trail-loop-1,stoney-hill-trail-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/20260556/large_b78054de02c244cf575b5e1efa16de23.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34835536/large_eff4892af14fe5d5500b908024d0f7ee.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34835536/large_eff4892af14fe5d5500b908024d0f7ee.jpg
sasamat-lake,Sasamat Lake,Belcarra Regional Park,easy,4.3,3.2,48,Loop,"Dogs on leash, Kid friendly, Fishing, Hiking, Nature trips, Walking, Bird watching, Running, Beach, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sasamat-lake?ref=result-card,sasamat-lake-0,sasamat-lake-1,sasamat-lake-2,https://cdn-assets.alltrails.com/uploads/photo/image/21003244/large_183218bdc1ead555e27d927f678354d2.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34826362/large_9bebe822045db404163734695c5e842b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34826362/large_9bebe822045db404163734695c5e842b.jpg
burnaby-lake-park-trail,Burnaby Lake Park Trail,Burnaby Lake Regional Park,easy,4,10,26,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Forest, Lake, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/burnaby-lake-park-trail?ref=result-card,burnaby-lake-park-trail-0,burnaby-lake-park-trail-1,burnaby-lake-park-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/26525412/large_338710e7deed08ce79abe32763dfea92.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34880503/large_0214ce9311dc3d2bcdc7edf3a4a30633.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34880503/large_0214ce9311dc3d2bcdc7edf3a4a30633.jpg
admiralty-point-trail,Admiralty Point Trail,Belcarra Regional Park,easy,4.3,5.3,83,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/admiralty-point-trail?ref=result-card,admiralty-point-trail-0,admiralty-point-trail-1,admiralty-point-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20659285/large_8628a634913ae2c8af1f669dd9862d7e.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34839540/large_99ad5b69bb9f9a9d6af10ad2c31b81fa.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34839540/large_99ad5b69bb9f9a9d6af10ad2c31b81fa.jpg
brandywine-trail,Brandywine Trail,Brandywine Falls Park,easy,4.1,5.8,164,Out & Back,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Forest, Lake, Views, Waterfall, Snow",https://www.alltrails.com/trail/canada/british-columbia/brandywine-trail?ref=result-card,brandywine-trail-0,brandywine-trail-1,brandywine-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/28149698/large_3a602d3124f54f1e5672f6987cef9af0.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34815035/large_f86a9e01c83fd799a1699505fbdf089f.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34815035/large_f86a9e01c83fd799a1699505fbdf089f.jpg
four-lakes-trail,Four Lakes Trail,Alice Lake Provincial Park,easy,4.3,6.1,146,Loop,"Dogs on leash, Kid friendly, Camping, Fishing, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Beach, Forest, Lake, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/four-lakes-trail?ref=result-card,four-lakes-trail-0,four-lakes-trail-1,four-lakes-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20669318/large_5d70b3f36414e88043316df239058953.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34756421/large_9d10cf9e1747af4b42b8ccfa998da0df.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34756421/large_9d10cf9e1747af4b42b8ccfa998da0df.jpg
deer-lake-trail,Deer Lake Trail,Deer Lake Park,easy,4.1,4.8,51,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Partially paved, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/deer-lake-trail?ref=result-card,deer-lake-trail-0,deer-lake-trail-1,deer-lake-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/24190946/large_bc734c2ddbac25adf54561f688d93e01.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34848730/large_2408ca24d15ec138e3400d03afec78fc.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34848730/large_2408ca24d15ec138e3400d03afec78fc.jpg
juan-de-fuca-marine-trail-to-mystic-beach-outlook,Juan De Fuca Marine Trail to Mystic Beach Outlook,Juan de Fuca Provincial Park,easy,4.4,4,157,Out & Back,"Dogs on leash, Kid friendly, Hiking, Beach, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/juan-de-fuca-marine-trail-to-mystic-beach-outlook?ref=result-card,juan-de-fuca-marine-trail-to-mystic-beach-outlook-0,juan-de-fuca-marine-trail-to-mystic-beach-outlook-1,juan-de-fuca-marine-trail-to-mystic-beach-outlook-2,https://cdn-assets.alltrails.com/uploads/photo/image/19655662/large_1c4088a0d0d73ec00eb291dd13142f13.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34784722/large_fb11b2c4a12ef539db4d70b7a42b8279.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34784722/large_fb11b2c4a12ef539db4d70b7a42b8279.jpg
yew-lake-and-bowen-lookout,Bowen Lookout and Yew Lake Loop,Cypress Provincial Park,easy,4.4,4.3,150,Loop,"Kid friendly, Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Forest, Lake, Views, Wildlife, Snow, No dogs",https://www.alltrails.com/trail/canada/british-columbia/yew-lake-and-bowen-lookout?ref=result-card,yew-lake-and-bowen-lookout-0,yew-lake-and-bowen-lookout-1,yew-lake-and-bowen-lookout-2,https://cdn-assets.alltrails.com/uploads/photo/image/13640884/large_b3d12942a2bc7f7f8f36489a148ec479.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34903160/large_6175dfd4cfe205f001e2607b60dbf8bd.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34903160/large_6175dfd4cfe205f001e2607b60dbf8bd.jpg
rolley-falls-and-lake,Rolley Falls and Lake Trail,Rolley Lake Park,easy,4.1,4.7,160,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Lake, Views, Waterfall, Wildlife, Blowdown, Muddy",https://www.alltrails.com/trail/canada/british-columbia/rolley-falls-and-lake?ref=result-card,rolley-falls-and-lake-0,rolley-falls-and-lake-1,rolley-falls-and-lake-2,https://cdn-assets.alltrails.com/uploads/photo/image/19444499/large_fa8ac8342e0d9f01a2b030b855f7b15f.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34825965/large_9ce504528dce5f50ab19caf265ab2539.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34825965/large_9ce504528dce5f50ab19caf265ab2539.jpg
whistler-train-wreck-via-sea-to-sky-and-train-wreck-trails,Whistler Train Wreck via Sea to Sky and Train Wreck Trails,"Whistler, British Columbia",easy,4.2,2.3,46,Out & Back,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Forest, River, Historic site",https://www.alltrails.com/trail/canada/british-columbia/whistler-train-wreck-via-sea-to-sky-and-train-wreck-trails?ref=result-card,whistler-train-wreck-via-sea-to-sky-and-train-wreck-trails-0,whistler-train-wreck-via-sea-to-sky-and-train-wreck-trails-1,whistler-train-wreck-via-sea-to-sky-and-train-wreck-trails-2,https://cdn-assets.alltrails.com/uploads/photo/image/27246849/large_92fd0767756c578973ff854a1fe89fa9.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34748701/large_25ae9d429c4a939cedae8551f461fa80.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34748701/large_25ae9d429c4a939cedae8551f461fa80.jpg
christie-falls-via-trans-canada-trail,Christie Falls via Trans Canada Trail,"Cowichan Valley H, British Columbia",easy,4.3,6.8,137,Loop,"Kid friendly, Hiking, Nature trips, Running, Forest, Waterfall, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/christie-falls-via-trans-canada-trail?ref=result-card,christie-falls-via-trans-canada-trail-0,christie-falls-via-trans-canada-trail-1,christie-falls-via-trans-canada-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/27779158/large_9f65abb5ec1e30926f11d0ecd91869bf.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34835799/large_65d42fbc48b2e03921e227c099ede4c6.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34835799/large_65d42fbc48b2e03921e227c099ede4c6.jpg
mundy-park-trail,Mundy Park Trail,Mundy Park,easy,4.3,4.3,51,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mundy-park-trail?ref=result-card,mundy-park-trail-0,mundy-park-trail-1,mundy-park-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19882027/large_4caa247a0b729d143a810045e48b40ff.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34813219/large_bf79de68c96a67f6636773fb0b0d95d3.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34813219/large_bf79de68c96a67f6636773fb0b0d95d3.jpg
englishman-river-falls,Englishman River Falls Trail,Englishman River Falls Provincial Park,easy,4.3,1.3,52,Loop,"Kid friendly, Camping, Hiking, Nature trips, Walking, Running, Beach, Dog friendly, Forest, Rails trails, River, Views, Waterfall, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/englishman-river-falls?ref=result-card,englishman-river-falls-0,englishman-river-falls-1,englishman-river-falls-2,https://cdn-assets.alltrails.com/uploads/photo/image/24015201/large_21f45bf85b1c77b91c950babbdc8c0b9.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34876308/large_22e592f759d2130ee1ced9460c4ade47.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34876308/large_22e592f759d2130ee1ced9460c4ade47.jpg
westwood-lake-trail,Westwood Lake Trail,Westwood Lake Park,easy,4.3,5.8,121,Loop,"Dogs on leash, Hiking, Mountain biking, Nature trips, Walking, Running, Forest, Lake, River, Views, Waterfall, Wildlife, Muddy, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/westwood-lake-trail?ref=result-card,westwood-lake-trail-0,westwood-lake-trail-1,westwood-lake-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20642725/large_3ca4ee9c72e849f18d8e9d8feb123065.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34799723/large_81b375fd7dfab7e47b7e0caf22aed737.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34799723/large_81b375fd7dfab7e47b7e0caf22aed737.jpg
rice-creek-loop-trail,Rice Lake via Rice Creek Loop Trail,Lower Seymour Conservation Reserve,easy,4.3,2.7,22,Loop,"Kid friendly, Stroller friendly, Fishing, Nature trips, Walking, Running, Forest, Lake, Views, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/rice-creek-loop-trail?ref=result-card,rice-creek-loop-trail-0,rice-creek-loop-trail-1,rice-creek-loop-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/20729667/large_fec37a9ac72db09e937142fb9cb2c968.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34805512/large_d450c76f92babfa22f4822d5d63c9f21.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34805512/large_d450c76f92babfa22f4822d5d63c9f21.jpg
cable-bay-nature-trail,Cable Bay Nature Trail,"Nanaimo, British Columbia",easy,4.3,6.6,119,Out & Back,"Kid friendly, Hiking, Walking, Bird watching, Running, Beach, Dog friendly, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cable-bay-nature-trail?ref=result-card,cable-bay-nature-trail-0,cable-bay-nature-trail-1,cable-bay-nature-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/26953275/large_4693bfc8604268575202396678c544d6.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898992/large_1731e253cf02d6a47067284e203b878b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34898992/large_1731e253cf02d6a47067284e203b878b.jpg
lynn-canyon,Lynn Canyon,Lynn Canyon Park,easy,4.3,2.7,146,Loop,"Kid friendly, Hiking, Nature trips, Running, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lynn-canyon?ref=result-card,lynn-canyon-0,lynn-canyon-1,lynn-canyon-2,https://cdn-assets.alltrails.com/uploads/photo/image/22855196/large_ad62afef01fdd098da7b77b49e8a3e04.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34805466/large_f1a88630a27eea9997cc62f38b93ebc0.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34805466/large_f1a88630a27eea9997cc62f38b93ebc0.jpg
cypress-falls-hike,Cypress Falls,Cypress Falls Park,easy,4.1,2.7,124,Out & Back,"Kid friendly, Hiking, Nature trips, Bird watching, Running, Dog friendly, Forest, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cypress-falls-hike?ref=result-card,cypress-falls-hike-0,cypress-falls-hike-1,cypress-falls-hike-2,https://cdn-assets.alltrails.com/uploads/photo/image/31001983/large_6eee65588d8bef3dabb33ee537f7c531.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34810956/large_bad949dbb6b9c347b744338448731c41.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34810956/large_bad949dbb6b9c347b744338448731c41.jpg
steelhead-falls-trail,Steelhead Falls Trail,Hayward Lake Recreation Area,easy,4.4,1.8,61,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Forest, River, Waterfall, Bridge out",https://www.alltrails.com/trail/canada/british-columbia/steelhead-falls-trail?ref=result-card,steelhead-falls-trail-0,steelhead-falls-trail-1,steelhead-falls-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/21858539/large_bd725d3ebc025449cf3b799769987011.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34639724/large_cb905b3aeecf0784ccea12d584c6a55e.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34639724/large_cb905b3aeecf0784ccea12d584c6a55e.jpg
fairy-creek-waterfall-trail,Fairy Creek Waterfall Trail,"Fernie, British Columbia",easy,4.2,4.5,105,Out & Back,"Kid friendly, Hiking, Mountain biking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Dog friendly, Forest, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/fairy-creek-waterfall-trail?ref=result-card,fairy-creek-waterfall-trail-0,fairy-creek-waterfall-trail-1,fairy-creek-waterfall-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/24264463/large_9151cc58f95a4761ebf8c519da3182bc.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34688804/large_bf8ddd61cde35671adeb23c6f1165889.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34688804/large_bf8ddd61cde35671adeb23c6f1165889.jpg
port-moody-shoreline-trail,Port Moody Shoreline Trail,Inlet Park,easy,3.8,5.8,26,Out & Back,"Dogs on leash, Wheelchair friendly, Kid friendly, Stroller friendly, Hiking, Mountain biking, Road biking, Walking, Running, Forest, Partially paved, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/port-moody-shoreline-trail?ref=result-card,port-moody-shoreline-trail-0,port-moody-shoreline-trail-1,port-moody-shoreline-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19789013/large_971f4e04496b86a16e333672a7ce4c6b.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34893895/large_d0362ec8e3e3ec22dacc4c81fd747bb7.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34893895/large_d0362ec8e3e3ec22dacc4c81fd747bb7.jpg
kanaka-creek,Kanaka Creek,Kanaka Creek Regional Park,easy,4.3,2.3,89,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kanaka-creek?ref=result-card,kanaka-creek-0,kanaka-creek-1,kanaka-creek-2,https://cdn-assets.alltrails.com/uploads/photo/image/30644952/large_2cd82c323afa761c33501e234b414470.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34869896/large_446b04abb5c65bc5986c60afa9853889.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34869896/large_446b04abb5c65bc5986c60afa9853889.jpg
fort-to-fort-trail--2,Fort to Fort Trail,Brae Island Regional Park,easy,4.2,7.9,66,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, River, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/fort-to-fort-trail--2?ref=result-card,fort-to-fort-trail--2-0,fort-to-fort-trail--2-1,fort-to-fort-trail--2-2,https://cdn-assets.alltrails.com/uploads/photo/image/19358624/large_d44bf98302cc250bdb492970b9938341.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34578800/large_b7db96fdabb365e94f56eb2fdd2397ce.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34578800/large_b7db96fdabb365e94f56eb2fdd2397ce.jpg
capilano-pacific-trail,Capilano Pacific Trail,Capilano River Regional Park,easy,4,6,203,Point to point,"Dogs on leash, Kid friendly, Fishing, Hiking, Mountain biking, Road biking, Walking, Bird watching, Running, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/capilano-pacific-trail?ref=result-card,capilano-pacific-trail-0,capilano-pacific-trail-1,capilano-pacific-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/19324005/large_f39c949bb2ee4df67207f8cce6d1e803.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34514188/large_eb588e55da47f51acc30d30f4b8e4531.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34514188/large_eb588e55da47f51acc30d30f4b8e4531.jpg
houston-trail,Houston Trail,Derby Reach Regional Park,easy,4.2,4.2,59,Loop,"Dogs on leash, Kid friendly, Hiking, Horseback riding, Nature trips, Walking, Bird watching, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/houston-trail?ref=result-card,houston-trail-0,houston-trail-1,houston-trail-2,https://cdn-assets.alltrails.com/uploads/photo/image/27238964/large_f00c7d8c68e428d5ef6b96f85dd52390.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34894372/large_d5491213e1dee0017d7e769319002fec.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34894372/large_d5491213e1dee0017d7e769319002fec.jpg
lightning-lake-loop,Lightning Lake Loop,E.C. Manning Provincial Park,easy,4.2,8.5,206,Loop,"Kid friendly, Hiking, Snowshoeing, Walking, Bird watching, Dog friendly, Forest, Lake",https://www.alltrails.com/trail/canada/british-columbia/lightning-lake-loop?ref=result-card,lightning-lake-loop-0,lightning-lake-loop-1,lightning-lake-loop-2,https://cdn-assets.alltrails.com/uploads/photo/image/27504991/large_4ea894c6cad1d69801e733b2ac91fc8e.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34905131/large_c2a0df3f86931ea087428c4af670cc72.jpg,https://cdn-assets.alltrails.com/uploads/photo/image/34905131/large_c2a0df3f86931ea087428c4af670cc72.jpg
